emotion,title_en,title_ko,description_en,description_ko,keywords_en,keywords_ko
Worried,You don’t have to push your worries away so quickly,걱정을 너무 빨리 지우려 하지 않아도 괜찮아요,"When worry settles in, we often think we must drive it out immediately.
But worry doesn’t come without reason.
It grows because you have things you treasure and don’t want to lose.

Today, try understanding that worry.
Say, “It’s because I care this much.”
That gentle acknowledgment might ease your heart a little.","걱정이 마음에 들어서면, 우리는 그것을 빨리 몰아내야 한다고만 생각하죠.
하지만 걱정도 이유 없이 찾아오지 않아요.
당신이 그만큼 소중히 여기는 게 있고, 잃고 싶지 않은 것이 있기 때문에 생기는 거예요.

오늘은 그 걱정을 조금 더 이해해 주세요.
“그래, 내가 이만큼 아끼니까 이런 생각도 드는 거지.”
그렇게 스스로를 다독이다 보면, 마음이 조금은 느긋해질 거예요.","worry, understand, soothe","걱정, 이해, 다독임"
Worried,Give yourself a small break so worries don’t trap you,걱정에 갇히지 않도록 작은 숨을 돌려주세요,"When one worry leads to another, your mind can feel like it’s wandering a maze without end.
In moments like that, it’s perfectly fine to step away from those thoughts for a while.

Open a window and feel the breeze, or sip something warm and take a pause.
That small act of catching your breath might comfort you more than you expect.","걱정이 꼬리에 꼬리를 물 때,
당신의 마음은 끝없는 미로를 헤매듯 더 복잡해지죠.
그럴 땐 잠깐만 그 생각에서 벗어나도 괜찮아요.

창문을 열어 바람을 맞거나, 따뜻한 물을 마시며 한숨 돌려보세요.
그 작은 숨 고르기가 생각보다 큰 위로가 될 거예요.","worry, rest, breath","걱정, 휴식, 숨"
Worried,You don’t have to force your worries to stop,걱정을 억지로 멈추지 않아도 돼요,"Even when you tell yourself, “I should stop worrying,”
worries still creep back in.
Trying too hard to stop them can sometimes make them grow even bigger.

Today, let those thoughts simply pass by.
It’s okay if they don’t stop right away.
Eventually, they’ll fade on their own.","“이제 그만 걱정해야지.” 하고 마음먹어도
어느새 다시 떠오르는 게 걱정이죠.
그걸 억지로 멈추려 애쓰다 보면, 오히려 더 커질 때도 있어요.

오늘은 그냥 그런 생각이 스쳐가도록 두세요.
꼭 멈추지 않아도 괜찮아요.
그러다 보면 어느 순간 자연스레 옅어질 거예요.","worry, flow, natural","걱정, 흐름, 자연스러움"
Worried,Your worries are proof of how thoughtful you are,걱정은 당신이 신중하다는 또 다른 증거예요,"The reason you care this much is because you hold things dear.
Your many worries aren’t meaningless; they’ve helped carry you this far.

Today, it’s okay to set aside a bit of that caution.
You’ve already been living so earnestly.","당신이 이렇게까지 마음을 쓰는 건,
그만큼 무언가를 소중히 여기고 있다는 뜻이에요.
괜히 걱정이 많은 게 아니에요.
그 마음 때문에 오늘까지도 잘 걸어올 수 있었을 거예요.

오늘은 그 신중함을 조금만 덜어도 괜찮아요.
당신은 이미 충분히 성실하게 살아왔으니까요.","worry, careful, earnest","걱정, 신중함, 성실함"
Worried,It’s okay to be a little less perfect,조금 덜 완벽해도 괜찮아요,"Worry often grows from a belief that you have to be perfect.
You tighten your heart, afraid that if something’s missing, everything will fall apart.

But truly, it’s okay not to be flawless.
Even your small imperfections make you warm and real.","걱정은 종종 “완벽해야 한다”는 마음에서 커지곤 해요.
조금이라도 빠지면 무너질 것 같아 마음을 더 조이죠.

그런데 사실 완벽하지 않아도 괜찮아요.
당신이 가진 작은 허술함마저도 충분히 따뜻하니까요.","worry, perfection, allow","걱정, 완벽, 허용"
Worried,"Just for today, it’s okay to set your worries down",오늘 하루만큼은 걱정을 내려놔도 괜찮아요,"You carry so much every day.
How about living a little lighter, just for today?
Place your worries beside you for a moment and listen to a song you love.

That short breath of ease might make tomorrow’s you even stronger.","늘 많은 것을 떠안고 사는 당신,
오늘 하루만큼은 조금 가볍게 살아보면 어때요?
걱정도 잠시 옆에 두고, 좋아하는 음악 한 곡을 들어보세요.

잠깐의 그 숨 돌림이 내일의 당신을 더 튼튼하게 만들어줄 거예요.","worry, lightness, tomorrow","걱정, 가벼움, 내일"
Worried,It’s okay to be at ease for a while,조금 더 마음 편히 있어도 괜찮아요,"Are little things bothering you more today, making your heart rush for no real reason?
In times like this, it’s perfectly okay to let go of that pressure to always be doing something.
Tell yourself gently, “It’s alright to just be like this right now.”

It’s truly okay to be at ease for a while.
When you give yourself that permission, your worries may loosen their grip too.","오늘따라 사소한 일도 자꾸 신경 쓰이고, 마음이 괜히 바빠지지 않나요?
그럴 땐 꼭 뭔가를 해야 한다는 압박에서 잠시 벗어나도 괜찮아요.
“지금은 그냥 이렇게 있어도 돼.”
부드럽게 자신에게 이야기해 주세요.

조금 더 마음 편히 있어도 괜찮아요.
당신이 스스로를 허락해줄 때, 걱정도 조금은 힘을 풀 거예요.","worry, ease, permission","걱정, 편안함, 허락"
Worried,"Today, it’s okay to try a little less",오늘은 조금 덜 애써도 괜찮아요,"Are you blaming yourself inside because you’re not moving as quickly or eagerly as usual?
Truthfully, today is a day where it’s perfectly okay to try a little less.

Just for today, lower your expectations a bit.
Even simply breathing well means you’ve done enough.
I know how much effort you put into life, every single day.","평소처럼 부지런히 움직이지 못한다고 해서,
괜히 마음속으로 자신을 탓하고 있지는 않나요?
사실 오늘은 조금 덜 애써도 괜찮은 날이에요.

하루쯤은 기대를 조금 내려놓고,
숨만 잘 쉬어도 충분히 잘한 거예요.
당신이 늘 얼마나 애쓰며 살고 있는지 나는 잘 알고 있어요.","worry, ease, understanding","걱정, 여유, 이해"
Worried,You worry so much because you care so deeply,걱정이 많은 건 당신이 그만큼 마음을 쓰기 때문이에요,"Ever find yourself frustrated, wondering why even the small things worry you so much?
That’s only because you value life so dearly and cherish those around you.

If you’re tired today, it’s perfectly okay to set that caring heart down for a while.
I already know just how warm and thoughtful you are.","왜 이렇게 사소한 것까지 다 걱정하고 있나,
스스로 답답해질 때가 있죠.
하지만 그건 당신이 그만큼 삶을 소중히 대하고,
주변 사람들을 아끼기 때문이에요.

조금 지치면, 오늘만큼은 그 마음을 잠시 내려두어도 괜찮아요.
당신이 얼마나 따뜻한 사람인지 나는 이미 충분히 느끼고 있으니까요.","worry, cherish, warmth","걱정, 소중함, 다정함"
Worried,You don’t have to worry so far ahead,너무 앞서서 걱정하지 않아도 괜찮아요,"Are you letting thoughts of things that haven’t even happened yet fill your head and trouble you today?
It’s perfectly alright to let the future wait for a bit.

You’re already doing so well just by living through today.
So allow yourself to rest a little easier right now.","아직 일어나지 않은 일들까지 머릿속에서 미리 걱정하며,
오늘을 불안하게 만들고 있진 않나요?
사실 아직 오지 않은 미래는 조금 뒤로 미뤄도 괜찮아요.

당신은 오늘 하루만 잘 살아도 충분히 잘하고 있는 거예요.
그 마음으로 지금을 조금 더 편히 있어주세요.","worry, present, rest","걱정, 현재, 휴식"
Worried,"When worry passes through, it’s okay to just let it be",걱정이 스쳐갈 때 그냥 가만히 두어도 괜찮아요,"When worry taps your heart and tries to stay, don’t force it away.
Simply let it sit there quietly for a bit.
You might be surprised at how it drifts off on its own.

You don’t always have to fix or solve anything.
Today, just let your heart breathe.","걱정이 마음을 툭 치고 지나갈 때,
억지로 밀어내려 하지 말고 그냥 가만히 두어보세요.
생각보다 그 걱정은 오래 머무르지 않고
조용히 흘러가 주기도 해요.

당신은 꼭 뭔가를 고치거나 해결하지 않아도 괜찮아요.
오늘은 그저 마음이 숨 쉬게만 해주세요.","worry, let go, ease","걱정, 흘려보내기, 편안함"
Worried,It’s okay to have a day where you’re not okay,괜찮지 않아도 괜찮은 하루예요,"Sometimes, you need a day when you don’t have to say, “I’m fine.”
If today is that kind of day, be honest with yourself and say,
“I have a lot of worries today.”

There are people who can accept that.
And more importantly, you can be the one who understands your heart best.","가끔은 “괜찮다”고 말하지 않아도 되는 날이 필요해요.
오늘이 그런 날이라면 그냥 솔직하게,
“나 오늘은 조금 걱정이 많아.”
그렇게 스스로에게 이야기해 주세요.

그 마음을 받아줄 수 있는 사람도 있고,
무엇보다 당신 자신이 그 마음을 가장 잘 알아줄 수 있으니까요.","worry, honesty, self-love","걱정, 솔직함, 자기사랑"
Anger,Your anger simply shows you’re alive,화가 나는 것도 당신이 살아있기 때문이에요,"Are little things making you flare up more today?
Don’t let that turn into blaming yourself for being “too sensitive.”
Your anger means you’re still deeply engaged with life, that you care.

So instead of forcing it down, quietly say, “Okay, I’m angry right now.”
Even that simple acknowledgment can help your heart settle.","오늘따라 사소한 일에도 화가 치밀어 오르나요?
그 마음 때문에 괜히 더 지치고, “왜 이렇게 예민할까” 하고 스스로를 탓하지 않았으면 해요.
화가 난다는 건, 당신이 지금도 진심으로 살아가고 있다는 증거예요.

오늘은 그 마음을 억지로 누르기보다,
조용히 “그래, 지금 나는 화가 나 있구나” 하고 인정해 주세요.
그것만으로도 마음이 조금 가라앉을 거예요.","anger, acceptance, alive","화, 인정, 살아있음"
Anger,Anger is often your way of protecting yourself,화도 결국 당신을 지키려는 마음이에요,"Sometimes, your anger rises simply as an instinct to shield yourself.
It’s your heart lifting a shield against rudeness or unfairness.

So don’t hate that anger too quickly.
Try to understand it today.
It only means you value yourself that much.","우리가 화를 내는 건 결국 스스로를 지키기 위한 본능이기도 해요.
무례함이나 부당함으로부터 당신을 보호하기 위해
마음이 방패를 들어 올린 거예요.

그러니 너무 미워하지 않아도 돼요.
오늘은 그 화를 조금 더 이해해 주세요.
당신은 그만큼 자신을 소중히 여기는 사람이니까요.","anger, protect, understand","화, 보호, 이해"
Anger,You don’t have to push your anger away,화를 억지로 밀어내려 하지 않아도 괜찮아요,"Ever thought, “Is it okay to be angry over this?” and tried to stuff that feeling down?
But suppressed anger often bursts out even bigger later on.

Today, let it simply sit in your heart.
In time, it will settle all on its own.","“이 정도 일로 화를 내도 될까?” 하고
억지로 그 감정을 눌러두려 하지 않아도 괜찮아요.
오히려 억눌러둔 화는 더 크게 터져 나올 때가 있죠.

오늘은 그냥 마음에 머무르게 두어도 괜찮아요.
그러다 보면 어느새 조금씩 잦아들 거예요.","anger, allow, flow","화, 허용, 흐름"
Anger,Don’t be ashamed of feeling angry,화를 느끼는 자신을 부끄러워하지 마세요,"Sometimes we’re embarrassed by our anger, thinking, “I should’ve held it in.”
But anger is just as human as any other feeling.
There’s nothing to be ashamed of.

Today, instead of scolding yourself, see it as a natural part of being human.","우리는 화를 내는 모습을 스스로 창피해할 때가 있어요.
“좀 더 참을걸…” 하고 후회하기도 하죠.
하지만 화도 인간적인 감정이에요.
조금도 부끄러워할 필요가 없어요.

오늘은 그 마음을 탓하기보다,
그저 사람으로서 느낄 수 있는 자연스러운 감정으로 바라봐 주세요.","anger, natural, acceptance","화, 자연스러움, 수용"
Anger,This anger you feel now will pass too,지금 느끼는 이 화도 언젠가 사라질 거예요,"Your anger might feel so intense right now that you wonder if it’ll always hurt this way.
But no feeling stays forever—it will gradually fade.

Today, trust that gentle flow a little more.
Before long, this anger will have softened.","지금 마음속에서 이글거리는 화가 너무 커서
앞으로도 계속 이렇게 아플까 봐 걱정될 수도 있죠.
하지만 어떤 감정도 머무르지 않고, 결국엔 조금씩 사라져 가요.

오늘은 그 흐름을 조금만 더 믿어보세요.
조만간 이 화도 한층 옅어져 있을 거예요.","anger, flow, trust","화, 흐름, 믿음"
Anger,Set your anger down for a moment and care for your body first,화를 잠시 내려놓고 몸부터 돌봐주세요,"When your heart fills with anger, your body tenses up too.
In those moments, pause your thoughts—roll your shoulders or sip something warm.

As your body relaxes, your mind will grow less sharp too.
I hope today is a day where you’re gentle with your body first.","마음에 화가 가득 차면, 몸도 덩달아 긴장하죠.
그럴 땐 머릿속 생각을 잠시 멈추고, 어깨를 한번 크게 돌리거나
따뜻한 물을 마셔보세요.

몸이 조금 편안해지면, 마음도 덜 날카로워질 거예요.
오늘은 몸부터 다독이는 하루가 되길 바라요.","anger, body, care","화, 몸, 돌봄"
Anger,You don’t have to struggle not to be angry,화를 내지 않으려 애쓰지 않아도 괜찮아요,"When you try too hard not to be angry, you might actually become more sensitive and hurt over small things.

Today, don’t force it down.
Simply notice, “I’m angry right now.”
That honesty might make your heart feel lighter.","화가 나지 않으려 애쓰다 보면
오히려 더 민감해지고, 작은 일에도 쉽게 상처받을 때가 있어요.

오늘은 억지로 참지 말고,
그저 “지금은 내가 화가 나 있구나” 하고 가만히 느껴보세요.
그 솔직함이 당신 마음을 조금 더 가볍게 만들어줄 거예요.","anger, honesty, lightness","화, 솔직함, 가벼움"
Anger,"Instead of holding your anger in, let it out little by little",화를 억누르기보단 조금씩 흘려보내 보세요,"If you keep pressing your anger down, it might someday burst out all at once and hurt even more.

Today, try releasing your anger bit by bit.
Write it down, or quietly speak it out alone.
Little by little, your heart will feel lighter.","화를 꾹꾹 눌러두다 보면,
언젠가는 한꺼번에 터져서 더 크게 다칠 수도 있어요.

오늘은 마음속 화를 조금씩 흘려보내 보세요.
종이에 마음을 써 내려가도 좋고, 혼자 조용히 내뱉어도 좋아요.
그렇게 조금씩 내보내면 마음이 한결 가벼워질 거예요.","anger, release, ease","화, 표출, 가벼움"
Anger,"Just for today, look at your anger gently",오늘 하루 만큼은 화를 부드럽게 바라봐 주세요,"Being angry isn’t a bad thing.
Today, try looking at that feeling a bit more softly.
Say to yourself, “Yes, I’m angry right now. That’s okay.”

When you can treat yourself this warmly, your heart will soon feel much calmer.","화가 난다는 건 나쁜 게 아니에요.
오늘은 그 마음을 조금 더 부드럽게 바라봐 주세요.
“그래, 나는 지금 화가 나 있어. 그럴 수도 있지.”
그렇게 스스로에게 속삭여 주세요.

당신이 자신을 이렇게 따뜻하게 대할 수 있을 때,
마음도 금세 한결 편안해질 거예요.","anger, warmth, calm","화, 온기, 편안함"
Anger,Your anger shows just how sincere you are,화를 느끼는 건 당신이 그만큼 진심이기 때문이에요,"Ever wonder why even small things make you so angry?
That anger is simply proof you’re facing things earnestly, unable to dismiss them lightly.

Today, look at yourself a bit more warmly.
Though it sometimes hurts, that heart makes you an honest, genuine person.","왜 이렇게 작은 일에도 화가 치밀까, 속상할 때가 있죠.
하지만 그 화는 당신이 그만큼 상황을 가볍게 넘기지 못할 만큼
진심으로 마주하고 있다는 뜻이에요.

오늘은 그런 자신을 조금만 더 따뜻하게 바라봐 주세요.
그 마음 때문에 때로는 아프지만, 결국 당신을 더 진솔한 사람으로 만들어 주고 있으니까요.","anger, sincerity, warmth","화, 진심, 따뜻함"
Anger,You don’t have to rush your anger away,화를 너무 빨리 없애려 하지 않아도 괜찮아요,"Feeling urgent to get rid of anger can actually make your heart more uneasy.
Today, gently allow that anger to linger a bit, telling yourself it’s okay.

Strangely enough, it might settle more softly than if you had rushed.
You can trust your own pace.","화를 빨리 없애야 한다는 조급함이 오히려 마음을 더 불편하게 만들곤 해요.
오늘은 그 화가 조금 머물러도 괜찮다고, 조용히 허락해 주세요.

그러면 신기하게도, 마음이 서두를 때보다 훨씬 부드럽게 가라앉을 거예요.
당신의 속도를 믿어도 좋아요.","anger, allow, pace","화, 허용, 속도"
Anger,"Accept yourself as you are, even when angry",화를 느끼는 자신을 있는 그대로 받아주세요,"Don’t blame yourself thinking, “Why do I get angry so easily?”
That feeling is still a part of who you are.

Today, instead of trying to change it, quietly observe, “So this is me right now.”
Eventually, it will pass with less pain.","“나는 왜 이렇게 쉽게 화가 날까” 하고 자신을 탓하지 않아도 괜찮아요.
그 마음도 결국 당신의 일부니까요.

오늘은 그 마음을 억지로 바꾸려 하지 말고,
“지금은 이런 내가 있구나.” 하고 그냥 조용히 바라봐 주세요.
그러다 보면 자연스럽게 조금은 덜 아프게 지나갈 거예요.","anger, acceptance, understanding","화, 수용, 이해"
Anger,You’re trying so hard by holding your anger in,화를 참고 있는 당신도 정말 애쓰고 있어요,"While you’ve been pressing your anger down, your heart must’ve felt so heavy.
I can imagine at least a little of how hard that was.

Today, gently tell yourself, “Thank you, you really tried.”
That simple phrase might ease your heart a bit more.","화를 꾹꾹 눌러 참고 있는 동안,
당신 마음이 얼마나 힘들었을지 나는 조금은 짐작할 수 있어요.

오늘은 그런 자신에게 “수고했어, 정말 애썼어.” 하고 조용히 말해 주세요.
그 한 마디가 마음을 조금 더 편안하게 만들어 줄 거예요.","anger, comfort, effort","화, 위로, 수고"
Anger,Writing out your anger can untangle your heart,화를 글로 적어보면 마음이 조금 덜 복잡해져요,"Try writing down that burning anger swirling inside you.
It doesn’t have to be for anyone else’s eyes—just be honest about how you feel.

Often, simply putting it on paper makes everything feel far less tangled.
Today, be open, even if only in front of pen and paper.","마음속에서 자꾸만 불타오르는 화를
글로 적어 내려가 보세요.
누구에게 보여주지 않아도 괜찮아요.
그저 내 마음이 지금 어떤지 솔직히 적어보는 것만으로도
마음이 훨씬 덜 복잡해질 거예요.

오늘은 종이와 펜 앞에서만이라도 솔직해 보세요.","anger, writing, clarity","화, 글쓰기, 정리"
Anger,"When you’re angry, start by simply noticing it","화가 나면, 그 마음부터 먼저 알아주세요","Trying too hard not to be angry can sometimes make that feeling even stronger, hurting you more.
Today, instead of forcing it away, say honestly, “Yes, I’m angry about this.”

When you acknowledge your feelings, your heart can slowly relax and catch its breath.","화를 내지 말아야지 하고 애쓰다 보면,
오히려 그 마음이 더 커져서 당신을 괴롭히곤 해요.
오늘은 억지로 없애려고 하지 말고,
“그래, 나는 지금 이 일 때문에 화가 났어.” 하고
먼저 그 마음을 솔직히 알아주세요.

자신의 감정을 인정해줄 때,
마음도 조금씩 긴장을 풀고 숨을 고를 거예요.","anger, acknowledgement, honesty","화, 인정, 솔직함"
Fear,"When fear feels large, seek out small comforts",두려움이 클수록 작은 안정을 더 챙겨주세요,"When fear takes up a big space in your heart, you don’t have to rush or try to fix everything at once.
In fact, forcing solutions often makes your heart more frantic, letting fear settle in even deeper.

Instead, tend to small sources of comfort today.
Sip warm tea slowly or quietly listen to a song you love.
Those gentle moments will protect you, little by little.","두려움이 마음을 크게 차지하고 있을 땐,
괜히 더 서두르거나 뭔가를 억지로 해결하려 들지 않아도 괜찮아요.
그럴수록 마음은 더 조급해지고, 두려움은 더 단단히 자리를 잡으니까요.

오늘은 오히려 작은 안정들을 하나씩 챙겨보세요.
따뜻한 차를 천천히 마시거나, 좋아하는 노래를 조용히 들어보세요.
그 사소한 순간들이 조금씩 당신을 지켜줄 거예요.","fear, comfort, small joys","두려움, 안정, 작은 행복"
Fear,It’s okay to speak your fears out loud,두려움을 솔직히 말해도 괜찮아요,"You might worry that sharing your fears with someone makes you look weaker.
But often, that honesty is exactly what keeps you well.

Try saying, even with just a bit of courage,
“This is something that scares me.”
Someone close to you will surely understand that brave honesty.","마음속 두려움을 누군가에게 솔직히 털어놓는 게
괜히 더 약해 보일까 걱정될 수도 있죠.
하지만 오히려 그 솔직함이 당신을 더 건강하게 만들어줄 거예요.

오늘은 작은 용기를 내어
“나는 이런 게 조금 무서워.” 하고 털어놔 보세요.
당신의 그 솔직함을 이해해 주는 사람도 분명 곁에 있을 거예요.","fear, honesty, connection","두려움, 솔직함, 관계"
Fear,Having fear doesn’t mean you can’t move forward,두려움이 있다고 해서 앞으로 못 나가는 건 아니에요,"When fear sits heavy in your heart, it can feel like you’re unable to take even one step.
But the truth is, you can carry fear with you and still move slowly ahead.

Today, it’s perfectly fine not to go far all at once.
Even a tiny step is meaningful.
Go only as far as your heart can come along.","마음에 두려움이 머무르면
왠지 한 발짝도 내딛지 못할 것 같은 기분이 들죠.
하지만 사실 두려움을 안고서도 우리는 앞으로 조금씩 나아갈 수 있어요.

오늘은 한꺼번에 멀리 가지 않아도 괜찮아요.
작은 발걸음이라도 충분히 의미 있는 걸음이에요.
그 속도로, 당신의 마음이 따라올 수 있는 만큼만 가 주세요.","fear, steps, courage","두려움, 발걸음, 용기"
Fear,You don’t have to deny your fears so hard,두려움을 너무 부정하지 않아도 괜찮아요,"Whenever fear rises up, do you find yourself thinking, “I shouldn’t feel this way,” and try to shove it down?
But that often makes your heart shrink even more, letting fear burrow deeper.

Today, simply acknowledge, “I’m a bit scared right now.”
It might pass by far more lightly than you expect.","두려움이 느껴질 때마다 “이런 생각은 하지 말아야지” 하고
애써 밀어내려 하지 않나요?
그럴수록 마음은 오히려 더 움츠러들고, 두려움은 더 깊어질 수도 있어요.

오늘은 그냥 “나는 지금 조금 무서워하고 있구나.” 하고
그 마음을 있는 그대로 인정해 주세요.
생각보다 훨씬 가볍게 스쳐갈 수도 있어요.","fear, acknowledge, gentle","두려움, 인정, 부드러움"
Fear,Having fear doesn’t mean you’re inadequate,두려움이 있다고 해서 당신이 못난 건 아니에요,"“Why am I so fearful? Why am I so weak…”
Are you pushing yourself with these thoughts?
Fear doesn’t exist because you’re lacking.
It actually shows just how carefully and sincerely you live.

It’s okay to move slowly today.
Fear doesn’t take away any of your worth.
Recognize yourself for living on even while carrying that feeling.","“왜 이렇게 겁이 많을까, 나는 왜 이렇게 약할까…”
혹시 이런 생각으로 자신을 몰아붙이고 있나요?
두려움이 있다는 건 당신이 부족해서가 아니에요.
오히려 당신이 얼마나 조심스럽게, 성실하게 살아가고 있는지를 보여주는 증거예요.

오늘은 조금 느려도 괜찮아요.
두려움이 있다는 사실이 당신의 가치를 낮추는 건 절대 아니니까요.
그 마음까지 품고서도 살아내고 있는 당신을 스스로 조금 더 인정해 주세요.","fear, respect, self-understanding","두려움, 존중, 자기이해"
Fear,Even a day with fear is still meaningful,두려움이 있어도 하루는 충분히 의미 있어요,"Just because fear lingered in your heart today doesn’t mean the day was empty or worthless.
Even if you were scared, living through today means you did wonderfully.

Tonight, before you sleep, gently tell yourself,
“I still made it through today.”
That one phrase will help make your tomorrow a bit steadier.","두려움이 마음에 남아 있는 하루라고 해서
그날이 허무하거나 의미 없는 건 아니에요.
조금 무섭더라도 하루를 살아낸 것만으로도 당신은 정말 잘한 거예요.

오늘 밤, 잠자리에 들기 전 자신에게 이렇게 말해주세요.
“그래도 나는 오늘을 무사히 지나왔어.”
그 한 마디가 내일의 당신을 조금 더 단단하게 만들어 줄 거예요.","fear, today, meaning","두려움, 오늘, 의미"
Fear,Fear means you’re moving forward,두려움이 있다는 건 앞으로 나아가고 있다는 거예요,"Someone who stands completely still rarely feels afraid.
Fear usually appears when you try to go just a bit farther, when you step onto unfamiliar paths.

Today, gently tell yourself,
“This fear only means I’m moving somewhere new.”
That very fear is what will help you grow one more step.","가만히 멈춰 있기만 한 사람은 사실 별로 두렵지 않아요.
두려움은 언제나 앞으로 조금이라도 더 나아가려 할 때,
낯선 길로 발을 들이밀 때 생기는 마음이에요.

오늘은 “그래, 내가 지금 두려운 건 그만큼 새로 나아가고 있어서 그래.”
하고 부드럽게 스스로에게 말해주세요.
그 두려움이 결국 당신을 한 발짝 더 성장시켜줄 거예요.","fear, growth, challenge","두려움, 성장, 도전"
Fear,Having fear doesn’t mean you’re wrong,두려움이 있다고 해서 당신이 틀린 건 아니에요,"When fear keeps covering your heart, you might wonder,
“Am I doing something wrong?” and start doubting yourself.
But fear doesn’t mean you’re on the wrong path.
It only means you’re still getting used to this road, wanting to move carefully.

Today, instead of blaming that feeling, quietly whisper,
“I’m still doing okay.”
That kindness will make your steps a bit lighter.","두려움이 자꾸 마음을 덮치면
“내가 뭘 잘못하고 있나?” 하고 괜히 자신을 의심하게 되죠.
하지만 두려움은 당신이 잘못하고 있어서가 아니에요.
그저 앞으로 나아가는 길에 아직 익숙하지 않아서,
조금 더 천천히 살피고 싶은 마음일 뿐이에요.

오늘은 그 마음을 탓하기보다는
“나는 지금도 잘 가고 있어.” 하고 부드럽게 속삭여 주세요.
그 다정함이 당신 발걸음을 조금 더 가볍게 만들어 줄 거예요.","fear, self-trust, gentle","두려움, 자기신뢰, 다정함"
Fear,"When fear grows, it’s okay to walk slower",두려움이 커질수록 조금 더 느리게 걸어도 괜찮아요,"As fear grows inside, you might feel like hurrying to shake it off quickly.
But that often makes your heart tense up more, keeping the fear from settling.

Today, it’s perfectly fine to move slower, at the pace where your breath stays calm.
That speed will guide you most safely in the end.","마음속 두려움이 커질수록,
괜히 서둘러서 얼른 이 감정을 떨쳐내고 싶을 때가 있죠.
하지만 그럴수록 마음은 더 긴장하고, 두려움은 쉽게 가라앉지 않아요.

오늘은 조금 더 느리게, 천천히 걸어가도 괜찮아요.
당신이 편안히 숨 쉴 수 있는 만큼만 나아가 주세요.
그 속도가 결국 가장 안전하게 당신을 이끌어 줄 거예요.","fear, pace, ease","두려움, 속도, 편안함"
Fear,Even the time when fear stays will eventually pass,두려움이 머무는 시간도 결국은 지나가요,"Sometimes it feels overwhelming, like fear might stay forever.
You wonder, “What if I keep being this scared?”
But no feeling remains forever.
Fear will also move on, and through that time, you’ll become a bit stronger.

Today, quietly reassure yourself,
“This too will surely pass someday.”
That one thought might give your heart a small place to breathe.","두려움이 너무 오래 머물 것 같아 막막할 때가 있죠.
“계속 이렇게 무서울까 봐” 더 불안해지기도 해요.
하지만 어떤 마음도 영원히 머물지 않아요.
두려움도 결국은 지나가고, 당신은 그 시간 속에서 조금 더 단단해질 거예요.

오늘은 “이 마음도 언젠가 분명 지나간다.” 하고
조용히 스스로를 안심시켜 주세요.
그 한 마디가 당신 마음에 작은 숨구멍을 만들어 줄 거예요.","fear, passage, comfort","두려움, 흐름, 위로"
