emotion,title_en,title_ko,description_en,description_ko,keywords_en,keywords_ko
Anxious,Maybe your anxiety is asking you to rest,불안이 당신에게 휴식을 말해주고 있는 걸 수도 있어요,"Sometimes anxiety is a way for your heart and body to say,
“You need to pause and rest now.”
When you keep pushing forward without stopping,
your mind can grow heavy, building up even more anxiety.

Today, instead of forcing that feeling away, quietly think,
“It’s just time for me to slow down a little.”
That ease might bring you so much more comfort.","가끔 불안은 “지금 잠시 멈추고 쉬어야 해” 하고
몸과 마음에 보내는 신호일 때가 있어요.
계속 앞으로만 달리다 보면
마음이 무거워져서 더 크게 불안을 만들어내곤 하죠.

오늘은 그 불안을 무작정 밀어내기보다
“그래, 지금은 조금 쉬어야 할 때구나.” 하고
살며시 속도를 늦춰 주세요.
그 느긋함이 당신을 훨씬 더 편안하게 해줄 거예요.","anxiety, rest, slow down","불안, 휴식, 속도"
Anxious,You don’t have to fear that anxiety will break you,불안 때문에 망가질까 걱정하지 않아도 괜찮아요,"When anxiety keeps shaking your mind and body,
you might start to wonder, “What if this all ends badly?” and imagine frightening outcomes.
But anxiety alone won’t break you.
If anything, it often makes you pay closer attention,
helping protect you in its own way.

Today, softly tell yourself,
“I’m okay. I’m still standing just fine.”
That gentle phrase might help your anxious heart rest a little.","불안이 자꾸 몸과 마음을 흔들어 놓으면
“계속 이러다 진짜 큰일 나는 건 아닐까…” 하고
무서운 상상까지 하게 될 때가 있어요.
하지만 불안 자체가 당신을 망가뜨리진 않아요.
오히려 조금 더 주의를 기울이게 해서
당신을 지켜주는 역할도 해요.

오늘은 “나는 괜찮아. 아직도 충분히 잘 서 있어.” 하고
작게나마 스스로에게 이야기해 주세요.
그 다정한 한마디가 불안한 마음을 조금은 편안히 쉬게 해줄 거예요.","anxiety, stability, reassurance","불안, 안정, 자신감"
Anxious,Don’t let anxiety push you forward too quickly,불안이 당신을 너무 빨리 앞으로 밀지 않게 해주세요,"Anxiety often says, “You need to be more prepared. You have to be perfect,”
pushing you ahead too fast.
But when your heart isn’t ready, moving quickly can leave only bigger fear behind.

Today, quietly remind yourself,
“It’s okay to go at my own pace.”
That pace might end up protecting you most comfortably.","불안은 “더 준비해야 해, 더 완벽해야 해.” 하고
당신을 자꾸 다그치며 앞으로 몰아붙이곤 하죠.
하지만 마음이 아직 준비되지 않았는데
너무 빠르게 움직이면 더 큰 두려움만 남길 수도 있어요.

오늘은 “나는 내 속도로 가도 괜찮아.” 하고
마음을 조금 더 느긋하게 잡아 주세요.
그 속도가 결국 당신을 가장 편안히 지켜줄 거예요.","anxiety, pace, own speed","불안, 속도, 자기페이스"
Anxious,"Even with anxiety, you’re still a precious person",불안 속에서도 당신은 여전히 소중한 사람이에요,"The more anxiety grows, the smaller you might start to feel.
“Why am I so anxious? Why do I look so flawed?”
But having anxiety doesn’t make you any less valuable.
Your worth stays the same, no matter what.

Today, softly whisper,
“I’m still perfectly okay, even with this anxiety.”
That one gentle thought might warm your heart tonight.","불안이 클수록 괜히 스스로를 더 작게 느끼게 될 때가 있어요.
“나는 왜 이렇게 불안하지? 왜 이렇게 못나 보이지?”
하지만 불안이 있다고 해서 당신이 소중하지 않은 건 아니에요.
당신의 가치는 그런 마음과 상관없이 그대로예요.

오늘은 “나는 불안해도 여전히 충분히 괜찮은 사람이야.” 하고
부드럽게 속삭여 주세요.
그 한마디가 오늘 밤 당신 마음을 조금 더 따뜻하게 만들어줄 거예요.","anxiety, self-worth, warmth","불안, 자기가치, 따뜻함"
Love,Love doesn’t always bring only joy,사랑이 늘 기쁨만 주는 건 아니에요,"We often expect love to bring constant happiness,
but truly loving someone wholeheartedly means
fear and tenderness often tag along with joy.
That’s why sometimes your heart feels tangled,
and even small distances can stir up anxiety.

Today, don’t blame yourself for this.
Gently say, “It’s because I love so sincerely.”
That kind acceptance might soften your heart a little.","사랑하면 당연히 늘 행복해야 할 것 같지만,
사실 마음을 다해 누군가를 사랑하는 건
기쁨만큼이나 두려움과 서글픔도 함께 따라오기 마련이에요.
그래서 때때로 괜히 마음이 복잡해지고,
조금만 상대가 멀어져도 금세 불안해지곤 하죠.

오늘은 그런 당신을 탓하지 말고
“그래, 내가 그만큼 진심으로 사랑하고 있구나.” 하고 살며시 인정해주세요.
그 다정한 인정이 마음을 조금 더 부드럽게 해줄 거예요.","love, sincerity, acceptance","사랑, 진심, 인정"
Love,Being afraid of love doesn’t mean anything is wrong,사랑이 두렵다고 해서 잘못된 건 아니에요,"When you love someone with all your heart,
you might fear losing them or feel anxious, not knowing how long you’ll have each other.
Please don’t blame yourself for that, wondering,
“Why am I so full of fear?”

Today, quietly see even that fear
as proof of how deeply you cherish them.
That gentle thought might make love feel a little less painful.","마음을 다해 누군가를 사랑하면
괜히 그 사람이 멀어질까 두렵기도 하고,
언제까지 함께할 수 있을지 몰라서 불안하기도 하죠.
그 마음 때문에 “나는 왜 이렇게 두려움이 많지?” 하고
자책하지 않았으면 좋겠어요.

오늘은 그 두려움마저도
당신이 얼마나 소중히 여기고 있는지를 보여주는 증거라고
살며시 인정해주세요.
그 부드러운 생각이 사랑을 조금 덜 아프게 만들어줄 거예요.","love, fear, precious","사랑, 두려움, 소중함"
Love,"The more you love, the softer your heart becomes",사랑을 할수록 당신 마음은 더 부드러워지고 있어요,"The deeper you love,
the more quickly your heart reacts—
finding joy or feeling hurt even over small things.
You might wonder, “Why is my heart so fragile?”

But it simply means your heart has grown softer and deeper.
Today, gently tell yourself,
“That just means I’m warmer than before.”
That thought might make today feel a little less heavy.","사랑을 하면 할수록
작은 일에도 금세 마음이 움직이고
상대의 말 한마디에 쉽게 기뻐하거나 상처받게 되죠.
그래서 때로는 “내 마음이 왜 이렇게 약할까…” 하고 속상할 수도 있어요.

하지만 사실 그만큼 마음이 더 부드럽고 깊어졌다는 뜻이에요.
오늘은 “나는 그래서 더 따뜻한 사람이구나.” 하고
살며시 자신을 다독여 주세요.
그 한마디가 오늘을 조금 덜 서글프게 만들어줄 거예요.","love, soft, warmth","사랑, 부드러움, 따뜻함"
Love,It’s okay if love still feels awkward—you’ll learn slowly,사랑이 어색해도 조금씩 배우면 돼요,"Maybe expressing or receiving love still feels awkward and unfamiliar.
You might think, “Why am I so bad at this?”
But love is something you learn slowly, over time.

Today, softly tell yourself,
“I may be a bit slow, but that’s okay.”
That ease might help love flow more naturally.","사랑을 표현하거나 받는 게 아직 서툴러서
괜히 어색하고 낯설 때가 있죠.
“나는 왜 이렇게 사랑을 잘 못할까…” 하고
속상해하기도 할 거예요.
하지만 사랑은 천천히 배워가는 거예요.

오늘은 “나는 조금 느리지만 그래도 괜찮아.” 하고
부드럽게 스스로에게 말해주세요.
그 느긋함이 사랑을 조금 더 자연스럽게 만들어줄 거예요.","love, learn, ease","사랑, 배움, 느긋함"
Love,You’re already beautiful simply for loving,사랑을 주는 당신이 이미 충분히 아름다워요,"When you love, you try harder to be your best for someone,
then feel hurt over small things.
You might think, “Why am I so complicated?” and start disliking yourself.

But truly, just the fact that you’re loving
already makes you a beautiful person.
Today, softly whisper,
“I’m already enough just as I am.”
That thought might help your heart rest a little more easily.","사랑을 하면 상대에게 잘 보이고 싶어서
더 열심히 노력하고,
그러다 작은 것에도 금세 서운해질 때가 있죠.
가끔은 “나는 왜 이렇게 복잡할까…” 하고
자신이 싫어질 수도 있을 거예요.

하지만 사실 당신은 이미 사랑을 주고 있다는 것만으로도
충분히 아름다운 사람이에요.
오늘은 “나는 이미 괜찮은 사람이야.” 하고
살며시 스스로에게 속삭여 주세요.
그 말이 당신 마음을 조금 더 편안하게 해줄 거예요.","love, beauty, self-comfort","사랑, 아름다움, 자기위로"
Love,Just because love hurts doesn’t mean it’s wrong,사랑이 아프다고 해서 잘못된 건 아니에요,"Love brings many joyful moments,
but sometimes it leaves you feeling hurt or disappointed.
Please don’t blame yourself thinking,
“Why is love so hard for me?”
Love often comes hand in hand with tender aches.

Today, gently embrace even that pain.
“It’s because I love so sincerely.”
That one phrase might make today feel a little less heavy.","사랑을 하면 기쁜 순간도 많지만,
어느 순간에는 괜히 서운하고 아프기도 하죠.
그럴 때 “나는 왜 이렇게 사랑이 힘들까…” 하고
스스로를 탓하지 않았으면 좋겠어요.
사랑은 원래 조금 아픈 마음을 함께 품게 만드는 감정이에요.

오늘은 그 마음마저도 살며시 껴안아 주세요.
“그래, 내가 그만큼 진심으로 사랑하고 있어서 그래.”
그 한마디가 오늘을 조금 덜 서글프게 만들어 줄 거예요.","love, pain, sincerity","사랑, 아픔, 진심"
Love,Even waiting for love is precious,사랑을 기다리는 마음도 소중해요,"Sometimes love hasn’t arrived yet,
or it doesn’t come as fully as you hope, leaving your heart feeling empty.
You might think, “Why do I long so desperately?” and feel small.

But waiting simply means your heart is still ready to love.
Today, look at even that longing with gentle eyes.","아직 사랑이 오지 않아서,
혹은 내가 원하는 만큼 다가오지 않아서
괜히 마음이 허전할 때가 있죠.
그럴 때 “나는 왜 이렇게 애타게 기다릴까…” 하고
스스로가 초라하게 느껴질 수도 있어요.

하지만 사실 기다린다는 건
당신 마음에 아직도 사랑할 준비가 되어 있다는 뜻이에요.
오늘은 그 마음마저도 다정히 바라봐 주세요.","love, waiting, precious","사랑, 기다림, 소중함"
Love,"The more you love, the braver you become",사랑을 할수록 더 용감해지고 있어요,"Offering love wholeheartedly
takes far more courage than you might think.
It’s scary not knowing how the other person will respond,
yet you still choose to show your heart.

Today, softly praise yourself,
“This means I’m braver than I knew.”
That kind recognition might make love feel a little less frightening.","마음을 다해 사랑을 건네는 건
생각보다 훨씬 더 용기 있는 일이에요.
상대가 어떻게 반응할지 몰라 두렵기도 하지만,
그럼에도 당신은 마음을 꺼내 보여주고 있잖아요.

오늘은 “나는 그래서 더 용감한 사람이구나.” 하고
살며시 자신을 칭찬해주세요.
그 다정한 인정이 사랑을 조금 덜 무섭게 만들어 줄 거예요.","love, courage, self-recognition","사랑, 용기, 자기인정"
Love,You’re perfectly worthy of receiving love too,사랑을 받기에도 당신은 충분히 괜찮은 사람이에요,"Sometimes it’s even scarier to receive love
than it is to give it.
You might wonder, “Do I really deserve this?” and start doubting yourself.

Today, quietly whisper,
“I’m someone who deserves love.”
That gentle phrase might help your heart rest more easily.","누군가에게 마음을 줄 때보다
사실 그 마음을 받는 게 더 어색하고 두려울 때도 있죠.
“내가 이런 사랑을 받아도 될까?” 하고
괜히 자신을 의심하기도 해요.

오늘은 조용히 속삭여 주세요.
“나는 사랑받을 만한 사람이다.”
그 부드러운 한마디가 마음을 조금 더 편안하게 해줄 거예요.","love, worthiness, acceptance","사랑, 자격, 수용"
Love,Don’t forget to hold love for yourself too,자신을 사랑하는 마음도 놓치지 말아주세요,"Sometimes in pouring your whole heart into loving someone else,
you end up putting yourself aside.
Then suddenly, your heart might feel strangely empty.

Today, gently tell yourself,
“I’m someone who knows how to love myself too.”
That one phrase might make today a little stronger and warmer.","누군가를 사랑하는 데에 온 마음을 쏟다 보면
정작 자신은 뒤로 밀어두게 될 때가 있어요.
그러다 문득 마음 한켠이 허전해지기도 하죠.

오늘은 “나는 나를 사랑할 줄 아는 사람이다.” 하고
조용히 스스로를 다독여 주세요.
그 한마디가 오늘을 조금 더 단단하고 따뜻하게 만들어 줄 거예요.","love, self-love, warmth","사랑, 자기사랑, 따뜻함"
Love,Love is ultimately a slow journey of learning hearts,사랑이란 결국 마음을 천천히 알아가는 과정이에요,"When you love, you might grow impatient, wanting to completely understand the other person.
“Why do they think this way? Why does my heart get so anxious?”
But no matter how hard you try, you can’t know everything overnight.
Love is built by slowly learning each other.

Today, gently whisper,
“We’re still getting to know each other.”
That ease might keep love feeling much warmer.","사랑을 하면 상대를 완전히 이해하고 싶어 조급해질 때가 있죠.
“왜 이 사람은 이런 생각을 할까? 나는 왜 이렇게 불안할까?”
하지만 아무리 애써도 하루아침에 모든 마음을 알 순 없어요.
사랑은 결국 서로를 조금씩 알아가면서 만들어지는 거예요.

오늘은 “그래, 우리는 아직도 알아가고 있는 중이야.” 하고
부드럽게 속삭여 주세요.
그 느긋함이 사랑을 훨씬 더 따뜻하게 지켜줄 거예요.","love, journey, patience","사랑, 과정, 기다림"
Love,"The more you love, the more deeply you feel",사랑을 할수록 당신은 더 많은 것을 느낄 수 있는 사람이에요,"When you love, even small things can bring joy or sting your heart.
You might think, “Why do such little things shake me so much?” and feel frustrated.
But it simply means you’re sensitive and able to feel so many emotions.

Today, treasure even that heart.
That gentle sensitivity is what will make your love even deeper.","사랑을 하면 작은 일에도 기뻐졌다가 금세 상처받을 때가 있죠.
그래서 “나는 왜 이렇게 별것 아닌 일에도 마음이 크게 움직일까…” 하고
자신을 답답해할지도 몰라요.
하지만 그만큼 당신은 섬세하고, 많은 감정을 느낄 줄 아는 사람이에요.

오늘은 그 마음마저도 귀하게 여겨주세요.
그 부드러운 감각이 결국 당신의 사랑을 더 깊게 만들어줄 거예요.","love, feeling, sensitivity","사랑, 감각, 섬세함"
Love,"The more love you give, the wider your heart grows",사랑을 줄수록 당신 마음은 더 넓어지고 있어요,"Giving love isn’t as simple as it seems.
Not knowing how the other will receive it brings fear and anxiety.
Even so, you still offer your heart.

Today, softly whisper to yourself,
“That’s why my heart is so wide.”
That tender phrase might make your heart feel a little sturdier.","사랑을 주는 건 생각보다 쉽지 않아요.
상대가 어떻게 받아들일지 모르기에,
때로는 두려움과 불안이 함께 따라오죠.
그럼에도 당신은 여전히 마음을 내어주고 있어요.

오늘은 그런 당신에게 살며시 속삭여 주세요.
“나는 그래서 더 넓은 마음을 가진 사람이야.”
그 다정한 한마디가 당신 마음을 조금 더 단단하게 만들어줄 거예요.","love, wide heart, courage","사랑, 넓은 마음, 용기"
Love,Treasure the flutter you feel when love begins,사랑을 시작할 때 설레는 마음을 소중히 간직해 주세요,"The excitement and heartbeat of new love
are rare feelings you can’t easily find again.
Even if that thrill fades someday,
I hope you won’t lose the warmth you first held in your heart.

Today, quietly recall that early joy and softly smile,
thinking, “I’m someone who can hold such precious feelings.”
That smile might brighten your whole day.","사랑을 막 시작했을 때 느낀 두근거림과 설렘은
살아가면서도 흔히 만날 수 없는 특별한 감정이에요.
그 기분이 언젠가는 조금 희미해지더라도
처음 마음속에 품었던 따뜻함만은 잃지 않았으면 좋겠어요.

오늘은 그 설렘을 조용히 떠올리며
“나는 이렇게 소중한 마음을 가진 사람이구나.” 하고
살며시 웃어 주세요.
그 미소가 당신의 하루를 더 빛나게 할 거예요.","love, flutter, precious","사랑, 설렘, 소중함"
Love,You can love deeply without losing yourself,사랑을 주면서도 자신을 잃지 않아도 괜찮아요,"When you love someone so much,
it’s easy to set yourself aside.
Then suddenly, you might wonder where you’ve gone,
feeling even lonelier.

Today, softly say,
“Even while loving someone, I still keep myself safe.”
That gentle thought might help your love stay healthier today.","누군가를 너무 사랑하다 보면
나를 조금 뒤로 미루게 될 때가 있어요.
그러다 문득 자신이 어디로 가고 있는지 헷갈려
마음이 더 허전해지곤 하죠.

오늘은 “나는 누군가를 사랑해도 여전히 나를 지켜가는 사람이야.” 하고
살포시 속삭여 주세요.
그 부드러운 한마디가 오늘의 사랑을 조금 더 건강하게 지켜줄 거예요.","love, self-care, balance","사랑, 자기보호, 균형"
Calm,Hold the calm you felt today deep in your heart,오늘 느낀 평온을 마음속 깊이 담아주세요,"Your heart felt unusually quiet and still today—
that alone makes this such a precious moment.
Your busy, tangled mind finally paused long enough to catch its breath,
and you deserve so much praise for that.

Gently tuck today’s calm into your heart, like storing warm light.
Even if your heart wavers again someday,
you can bring out this quiet to softly wrap around yourself.","오늘 하루, 당신 마음이 유난히 조용하고 고요했다니
그것만으로도 정말 소중한 순간이에요.
바쁘고 복잡했던 마음이 잠시 멈추어 숨 고를 수 있었던 오늘을
스스로도 많이 칭찬해 주세요.

그리고 오늘 느꼈던 그 평온을
마치 따뜻한 빛을 담아 두듯 마음속에 살며시 담아 두세요.
언제 마음이 다시 흔들릴지 몰라도,
그때 이 고요를 꺼내어 당신을 부드럽게 감싸줄 거예요.","calm, memory, stillness","평온, 기억, 고요"
Calm,Today’s calm is proof your heart is doing well,오늘의 평온은 당신 마음이 잘 하고 있다는 증거예요,"If your heart has often wavered or felt anxious,
but today settled more quietly,
that’s proof you’ve been living so well.
It means you’ve protected yourself enough to finally feel a bit more at ease.

Tonight, gently whisper to yourself,
“I’m doing just fine right now.”
That tender phrase might help tomorrow’s calm come even more easily.","마음이 늘 흔들리고 불안했는데
오늘은 유난히 조용히 가라앉았다면,
그건 당신이 아주 잘 살아내고 있다는 증거예요.
조금씩이라도 마음이 편안해질 만큼
당신이 스스로를 지켜내고 있다는 뜻이니까요.

오늘 밤에는 스스로에게 이렇게 속삭여 주세요.
“나는 지금 충분히 잘 하고 있어.”
그 다정한 한마디가 내일의 평온을 조금 더 쉽게 불러올 거예요.","calm, proof, gentle","평온, 증거, 다정함"
Calm,The calm you felt today is by no means ordinary,오늘 느낀 이 평온이 결코 당연한 게 아니에요,"When your heart feels quiet, you might wonder,
“Doesn’t everyone feel this way sometimes?”
and brush off the peace lightly.
But calm doesn’t visit just anyone at any time.
Your heart worked hard enough to finally catch its breath today.

So please treasure that feeling.
Gently smile and think,
“I had such a beautifully thankful day today.”","마음이 차분해지면 “원래 이 정도는 누구나 느끼는 거 아닐까?” 하고
그 고요함을 가볍게 넘기게 될 때도 있죠.
하지만 사실 평온은 아무에게나 늘 찾아오지 않아요.
당신 마음이 그만큼 많이 애써 왔기에,
오늘 이렇게 숨 고를 수 있었던 거예요.

그러니 오늘은 그 마음을 부디 소중히 여겨 주세요.
“나는 오늘 정말 고마운 하루를 보냈구나.” 하고
살며시 미소 지어 주세요.","calm, gratitude, precious","평온, 감사, 소중함"
Calm,Today’s calm will protect you again someday,오늘의 평온이 언젠가 당신을 다시 지켜줄 거예요,"The stillness you felt today
might quietly stand as a small shield
amid busier days to come.
When your heart gets tangled again,
softly remember, “But I’ve known this quiet too.”

Even that memory might ease your fear.
Hold today’s calm close;
this peace will surely return to you again.","오늘 느낀 이 차분함은
아마도 앞으로의 바쁜 날들 사이에
살며시 당신을 지켜주는 작은 방패가 될 거예요.
마음이 다시 흔들리고 복잡해질 때
“그래도 나에게 이런 고요도 있었지.” 하고
잠시 떠올려 보세요.

그 기억만으로도 마음이 한결 덜 두려워질 거예요.
오늘의 평온을 잘 간직해 주세요.
그 고요는 앞으로도 분명 당신에게 다시 다가올 거예요.","calm, protect, memory","평온, 보호, 기억"
Calm,Today’s calm might make your heart even warmer,오늘의 평온이 당신 마음을 조금 더 따뜻하게 만들 거예요,"When calm finds your heart,
you may notice it isn’t cold or empty at all—
but gently warms a quiet corner inside you.
This stillness you felt today might slowly turn you into an even kinder soul.

Tonight, softly whisper,
“I’m already perfectly okay right now.”
That tender thought might help today’s calm stay a bit longer.","마음이 평온해질 때,
그 조용함이 단순히 차갑거나 공허한 게 아니라
오히려 마음 한구석을 부드럽게 덥히는 걸 느낄 거예요.
오늘의 고요가 앞으로 당신을 조금 더 따뜻한 사람으로 만들어 줄 거예요.

오늘 밤, “나는 지금도 충분히 괜찮아.” 하고
살며시 속삭여 주세요.
그 부드러운 말이 오늘 느낀 평온을 더 오래 머물게 해줄 거예요.","calm, warmth, stay","평온, 따뜻함, 머무름"
Calm,The stillness your heart found today is precious,"오늘 마음이 머문 그 고요, 참 귀해요","If your heart felt calm today for no obvious reason,
that’s a tiny miracle showing just how well you’ve been living.
You’ve often rushed through days,
but today, you paused—breathing and simply being still.

Hold this calm safely in your heart.
Someday, when your mind shakes again,
this quiet might gently steady you once more.","오늘 하루 마음이 별다른 이유 없이 잔잔했다면,
그건 당신이 얼마나 잘 살아오고 있는지를 보여주는 작은 기적이에요.
늘 무언가에 쫓기듯 지냈는데,
오늘만큼은 잠시라도 숨을 고르고 가만히 머물 수 있었잖아요.

이 고요를 마음속에 잘 간직해 주세요.
언젠가 다시 마음이 흔들릴 때,
오늘 느낀 이 차분함이 조용히 당신을 붙잡아줄 거예요.","calm, stillness, precious","평온, 고요, 귀함"
Calm,You were so gentle in your calm today,오늘 평온한 당신의 모습이 참 다정했어요,"When your heart feels calm, you tend to sense your own softness.
Today, you were quieter than usual,
and that made you even warmer.
In a world that rushes by,
your quiet pause was so tender.

Tonight, gently whisper,
“I made it through today too.”
That gentle thought might lighten you again tomorrow.","마음이 평온할 땐 괜히 스스로가 더 부드럽게 느껴지죠.
오늘 당신은 그 어느 때보다 차분했고,
그래서 더 따뜻한 사람이었을 거예요.
바쁘게 흘러가는 세상 속에서
조용히 숨 고르는 당신의 모습이 얼마나 다정한지 몰라요.

오늘 밤, “나는 오늘도 잘 살아냈어.” 하고
살며시 속삭여 주세요.
그 부드러운 한마디가 내일도 당신을 가볍게 만들어 줄 거예요.","calm, gentleness, warmth","평온, 다정함, 따뜻함"
Calm,Today’s calm will steady your steps tomorrow,오늘 느낀 평온이 내일의 발걸음을 지켜줄 거예요,"On days when your heart feels quiet,
tomorrow somehow seems a bit less scary.
This calm will quietly stand behind you,
pushing you gently forward on your path.

Remember this stillness well.
Even if your mind grows busy again tomorrow,
today’s calm might softly steady your steps.","오늘처럼 마음이 차분히 가라앉은 날엔
내일이 이상하게도 조금 덜 두렵게 느껴지죠.
평온은 앞으로 나아갈 당신의 길에
조용히 등을 밀어주는 힘이 될 거예요.

이 고요를 잘 기억해 주세요.
내일 마음이 다시 바빠질지라도,
오늘의 평온이 당신의 발걸음을 살포시 지켜줄 거예요.","calm, steps, tomorrow","평온, 발걸음, 내일"
Calm,Your calm today was more than enough,"오늘 차분했던 마음, 그 자체로 충분해요","In a world where you always feel the need to achieve or prove something,
today, you did nothing—and that was perfectly okay.
In that moment of calm,
you were already living so well.

Tonight, quietly tell yourself,
“I held on today too.”
That soft phrase might gently ease your heart tomorrow.","늘 뭔가를 해내야 하고 증명해야만 할 것 같은 세상에서
오늘만큼은 아무것도 하지 않아도 괜찮았죠.
평온이 찾아온 그 순간,
당신은 이미 충분히 잘 살아내고 있었던 거예요.

오늘 밤, “나는 오늘도 잘 버텼어.” 하고
살포시 자신에게 이야기해 주세요.
그 다정한 한마디가 내일의 마음까지 부드럽게 만들어 줄 거예요.","calm, enough, comfort","평온, 충분함, 위로"
Calm,Today’s calm might give you courage,오늘의 평온이 당신에게 용기를 줄 거예요,"When your heart is calm,
the world looks a little less frightening.
This stillness you felt today
will become the ground you stand on
when you face something new—more bravely.

Tonight, softly whisper,
“I’m someone who finds greater courage in calm.”
That tender thought might gently ease even tomorrow’s fears.","마음이 차분할 때는 세상이 조금 덜 무서워 보이죠.
오늘 느낀 이 평온은
앞으로 당신이 새로운 것을 마주할 때
조금 더 용감해질 수 있는 바탕이 될 거예요.

오늘 밤, “나는 평온할 때 더 큰 용기도 낼 수 있는 사람이야.” 하고
살며시 속삭여 주세요.
그 부드러운 말이 내일의 두려움도 살포시 덜어줄 거예요.","calm, courage, foundation","평온, 용기, 밑바탕"
Calm,The stillness you felt today will quietly protect you again someday,오늘 느낀 그 잔잔함이 앞으로도 당신을 지켜줄 거예요,"When your heart feels this calm, tomorrow seems a little less frightening.
The peace you felt today will be there for you
when life grows busy or anxious again,
quietly steadying you.
It will be the gentle ground your future courage stands on.

Tonight, softly say,
“I truly rested well today.”
That gentle thought might keep you safe tomorrow too.","마음이 이렇게 고요하면 내일이 조금 덜 두렵게 느껴지죠.
오늘 느낀 이 평온은 앞으로 당신이 또다시 바빠지고
불안해질 때 조용히 당신을 붙잡아줄 거예요.
이 차분함이 언젠가 더 큰 용기를 꺼낼 수 있는 밑바탕이 되어줄 테니까요.

오늘 밤, “나는 오늘 정말 잘 쉬었어.” 하고
살며시 속삭여 주세요.
그 한마디가 내일도 당신을 부드럽게 지켜줄 거예요.","calm, protect, courage","평온, 지켜줌, 용기"
Calm,"Your heart moved slower today, and felt warmer for it",오늘 마음이 느리게 흘러서 더 따뜻했죠,"Most days, your heart rushes ahead,
leaving your body to catch up breathlessly.
But today, you moved slower—
thought a little slower.
Because of that gentle pace, today was probably warmer.

Tonight, softly say,
“I protected myself well today too.”
That tender thought might guard tomorrow’s heart just as gently.","평소엔 마음이 앞서가서
몸도 따라가느라 늘 숨이 찼죠.
그런데 오늘은 괜히 조금 더 느리게 움직이고,
조금 더 천천히 생각했을 거예요.
그 느린 마음 덕분에 오늘은 조금 더 따뜻했을 거예요.

오늘 밤, “나는 오늘도 나를 잘 지켰어.” 하고
살며시 속삭여 주세요.
그 다정함이 내일의 마음도 천천히 지켜줄 거예요.","calm, slow, warmth","평온, 느림, 따뜻함"
Calm,Remember that quiet moment of calm you felt today,"오늘 평온이 스쳐간 그 순간, 꼭 기억해 주세요","When anxious, calm slips right through your fingers,
no matter how hard you try to hold it.
But today was different.
There was surely a moment when it quietly stayed.

Tonight, softly whisper,
“I’m someone who knows how to feel this stillness too.”
That gentle phrase might invite calm back again to protect you.","마음이 불안할 땐 아무리 잡으려 해도
평온이 손가락 사이로 빠져나가곤 했죠.
하지만 오늘은 달랐어요.
조용히 머물러준 그 순간이 분명 있었잖아요.

오늘 밤, “나는 이런 고요도 느낄 줄 아는 사람이야.” 하고
살며시 속삭여 주세요.
그 말이 앞으로도 다시 평온을 불러와
당신 마음을 지켜줄 거예요.","calm, memory, stillness","평온, 기억, 고요"
Calm,Today’s calm will become tomorrow’s courage,오늘 느낀 평온이 앞으로 더 큰 용기가 될 거예요,"When your heart feels calm,
the world seems less sharp and scary.
This peace you felt today
will become the ground your courage stands on
whenever you face something new.

Tonight, softly whisper,
“I grow braver when I’m calm.”
That tender phrase might ease tomorrow’s fears too.","마음이 차분하면 세상이 조금 덜 날카로워 보이죠.
오늘 느낀 이 평온이
앞으로 당신이 새로운 것을 마주할 때
조금 더 용감해질 수 있는 밑바탕이 되어줄 거예요.

오늘 밤, “나는 평온할 때 더 용감해질 수 있는 사람이야.” 하고
살며시 속삭여 주세요.
그 부드러운 말이 내일의 두려움도 조금 덜어줄 거예요.","calm, courage, foundation","평온, 용기, 밑바탕"
Calm,I hope today’s calm in your heart continues into tomorrow,오늘 평온했던 당신의 마음이 내일도 이어지길 바라요,"If your heart flowed quietly today without any big waves,
it’s a sign of how well you’ve endured and lived.
This calm didn’t just appear—it came because you didn’t give up,
even when things shook, and you made it all the way here.

Tonight, softly whisper,
“I protected my heart well today too.”
That gentle thought might help keep tomorrow’s heart just as still.","오늘 하루 마음이 별일 없이 차분히 흘러갔다면,
그건 당신이 얼마나 잘 견디고 살아왔는지를 보여주는 순간이에요.
그 평온이 그냥 주어진 게 아니라,
그동안 흔들리면서도 포기하지 않고 여기까지 온 당신 덕분이에요.

오늘 밤, “나는 오늘도 내 마음을 잘 지켜줬어.” 하고
살며시 속삭여 주세요.
그 부드러운 말이 내일도 당신의 마음을
조금 더 잔잔히 지켜줄 거예요.","calm, continue, heart","평온, 지속, 마음"